0.000000;-5.076323e-01
0.010000;-6.303211e-01
0.020000;-7.035919e-01
0.030000;-7.451884e-01
0.040000;-7.779237e-01
0.050000;-7.912201e-01
0.060000;-7.146326e-01
0.070000;-6.951534e-01
0.080000;-6.906936e-01
0.090000;-6.868443e-01
0.100000;-7.432255e-01
0.110000;-7.254772e-01
0.120000;-7.416004e-01
0.130000;-7.003356e-01
0.140000;-6.520283e-01
0.150000;-6.736494e-01
0.160000;-6.855289e-01
0.170000;-6.656095e-01
0.180000;-6.240561e-01
0.190000;-5.971520e-01
0.200000;-6.287897e-01
0.210000;-7.112365e-01
0.220000;-7.648104e-01
0.230000;-7.510348e-01
0.240000;-6.876152e-01
0.250000;-6.569399e-01
0.260000;-7.023125e-01
0.270000;-7.801071e-01
0.280000;-8.007659e-01
0.290000;-8.464002e-01
0.300000;-9.406502e-01
0.310000;-9.324321e-01
0.320000;-8.292323e-01
0.330000;-7.415639e-01
0.340000;-7.112955e-01
0.350000;-7.296971e-01
0.360000;-7.287471e-01
0.370000;-6.984978e-01
0.380000;-6.437386e-01
0.390000;-4.881762e-01
0.400000;-3.875988e-01
0.410000;-3.764006e-01
0.420000;-4.231346e-01
0.430000;-4.417048e-01
0.440000;-4.135979e-01
0.450000;-3.169402e-01
0.460000;-2.182994e-01
0.470000;-2.262251e-01
0.480000;-3.502685e-01
0.490000;-4.076931e-01
0.500000;-4.786961e-01
0.510000;-5.458336e-01
0.520000;-6.282082e-01
0.530000;-7.294532e-01
0.540000;-8.102306e-01
0.550000;-8.516806e-01
0.560000;-8.891665e-01
0.570000;-9.233759e-01
0.580000;-9.426744e-01
0.590000;-9.415663e-01
0.600000;-8.724495e-01
0.610000;-7.957929e-01
0.620000;-7.223505e-01
0.630000;-5.077177e-01
0.640000;-3.395578e-01
0.650000;-3.286907e-01
0.660000;-2.849829e-01
0.670000;-2.563139e-01
0.680000;-3.050312e-01
0.690000;-3.699816e-01
0.700000;-4.051633e-01
0.710000;-3.925543e-01
0.720000;-3.837744e-01
0.730000;-3.061001e-01
0.740000;-2.543043e-01
0.750000;-3.291449e-01
0.760000;-3.561119e-01
0.770000;-3.823623e-01
0.780000;-4.317327e-01
0.790000;-4.398075e-01
0.800000;-3.544483e-01
0.810000;-1.766764e-01
0.820000;-3.363206e-02
0.830000;2.707938e-02
0.840000;1.141254e-01
0.850000;2.220993e-01
0.860000;2.671082e-01
0.870000;3.806198e-01
0.880000;6.018240e-01
0.890000;8.163403e-01
0.900000;8.967420e-01
0.910000;8.603610e-01
0.920000;8.467941e-01
0.930000;8.915710e-01
0.940000;8.005574e-01
0.950000;7.116043e-01
0.960000;6.767312e-01
0.970000;6.338463e-01
0.980000;5.799033e-01
0.990000;5.685611e-01
1.000000;6.806154e-01
1.010000;7.055413e-01
1.020000;6.684637e-01
1.030000;6.301460e-01
1.040000;5.925774e-01
1.050000;5.669014e-01
1.060000;5.512482e-01
1.070000;5.570318e-01
1.080000;5.558942e-01
1.090000;5.193200e-01
1.100000;4.940220e-01
1.110000;4.962681e-01
1.120000;4.949876e-01
1.130000;3.715794e-01
1.140000;1.420392e-01
1.150000;1.452818e-01
1.160000;3.628308e-01
1.170000;6.409910e-01
1.180000;6.624355e-01
1.190000;6.763662e-01
1.200000;6.946757e-01
1.210000;6.363837e-01
1.220000;6.326875e-01
1.230000;7.136965e-01
1.240000;9.097123e-01
1.250000;9.502063e-01
1.260000;9.204821e-01
1.270000;8.748767e-01
1.280000;8.644183e-01
1.290000;9.251449e-01
1.300000;1.009205e+00
1.310000;1.167633e+00
1.320000;1.316349e+00
1.330000;1.320473e+00
1.340000;1.324845e+00
1.350000;1.379136e+00
1.360000;1.369535e+00
1.370000;1.358858e+00
1.380000;1.337303e+00
1.390000;1.428360e+00
1.400000;1.535244e+00
1.410000;1.528463e+00
1.420000;1.465613e+00
1.430000;1.388962e+00
1.440000;1.323398e+00
1.450000;1.300277e+00
1.460000;1.294683e+00
1.470000;1.277099e+00
1.480000;1.234196e+00
1.490000;1.181159e+00
1.500000;1.166635e+00
1.510000;1.201863e+00
1.520000;1.117137e+00
1.530000;1.031508e+00
1.540000;1.024889e+00
1.550000;1.016212e+00
1.560000;9.589077e-01
1.570000;9.332508e-01
1.580000;8.606361e-01
1.590000;5.973074e-01
1.600000;5.272919e-01
1.610000;7.623326e-01
1.620000;9.158428e-01
1.630000;9.997105e-01
1.640000;9.878579e-01
1.650000;9.317052e-01
1.660000;8.919240e-01
1.670000;9.145263e-01
1.680000;1.127496e+00
1.690000;1.234512e+00
1.700000;1.332096e+00
1.710000;1.290431e+00
1.720000;1.272123e+00
1.730000;1.213486e+00
1.740000;1.148882e+00
1.750000;1.104579e+00
1.760000;1.133620e+00
1.770000;1.093728e+00
1.780000;1.084187e+00
1.790000;1.121340e+00
1.800000;1.131007e+00
1.810000;1.125305e+00
1.820000;1.093545e+00
1.830000;1.098364e+00
1.840000;1.108746e+00
1.850000;1.184453e+00
1.860000;1.255802e+00
1.870000;1.181578e+00
1.880000;1.135028e+00
1.890000;1.060541e+00
1.900000;1.055660e+00
1.910000;1.089350e+00
1.920000;1.132374e+00
1.930000;1.126951e+00
1.940000;1.070698e+00
1.950000;9.878631e-01
1.960000;9.870753e-01
1.970000;1.021322e+00
1.980000;1.005883e+00
1.990000;9.331256e-01
2.000000;8.129680e-01
2.010000;6.243088e-01
2.020000;5.437949e-01
2.030000;7.228029e-01
2.040000;1.062824e+00
2.050000;1.320647e+00
2.060000;1.416637e+00
2.070000;1.337269e+00
2.080000;1.353133e+00
2.090000;1.358616e+00
2.100000;1.343590e+00
2.110000;1.299040e+00
2.120000;1.221282e+00
2.130000;1.137706e+00
2.140000;1.104476e+00
2.150000;1.107337e+00
2.160000;1.112017e+00
2.170000;1.099675e+00
2.180000;1.091738e+00
2.190000;1.109257e+00
2.200000;1.158346e+00
2.210000;1.179125e+00
2.220000;1.186464e+00
2.230000;1.206734e+00
2.240000;1.220035e+00
2.250000;1.219097e+00
2.260000;1.195034e+00
2.270000;1.144264e+00
2.280000;1.101464e+00
2.290000;1.095686e+00
2.300000;1.077044e+00
2.310000;1.046150e+00
2.320000;1.019557e+00
2.330000;1.026298e+00
2.340000;1.029463e+00
2.350000;1.005651e+00
2.360000;9.693650e-01
2.370000;1.007832e+00
2.380000;1.084614e+00
2.390000;1.245813e+00
2.400000;1.363641e+00
2.410000;1.281185e+00
2.420000;9.454993e-01
2.430000;7.106559e-01
2.440000;5.879224e-01
2.450000;6.051549e-01
2.460000;6.333020e-01
2.470000;5.704024e-01
2.480000;4.909947e-01
2.490000;4.515833e-01
2.500000;4.539709e-01
2.510000;4.614937e-01
2.520000;4.550688e-01
2.530000;4.030828e-01
2.540000;3.252722e-01
2.550000;2.662000e-01
2.560000;2.440209e-01
2.570000;2.226905e-01
2.580000;1.739607e-01
2.590000;9.516244e-02
2.600000;6.628314e-02
2.610000;8.232640e-02
2.620000;1.314375e-01
2.630000;1.760307e-01
2.640000;1.451371e-01
2.650000;5.588701e-02
2.660000;-4.268115e-02
2.670000;-1.354683e-01
2.680000;-1.960295e-01
2.690000;-2.477819e-01
2.700000;-2.302476e-01
2.710000;8.044548e-02
2.720000;4.813947e-01
2.730000;8.443448e-01
2.740000;1.109441e+00
2.750000;1.213527e+00
2.760000;1.166461e+00
2.770000;1.044295e+00
2.780000;1.012142e+00
2.790000;1.076326e+00
2.800000;1.046612e+00
2.810000;1.113985e+00
2.820000;1.085564e+00
2.830000;9.872665e-01
2.840000;9.314191e-01
2.850000;8.224730e-01
2.860000;7.230610e-01
2.870000;6.409525e-01
2.880000;5.865468e-01
2.890000;5.978762e-01
2.900000;6.708604e-01
2.910000;7.416455e-01
2.920000;7.081321e-01
2.930000;6.469932e-01
2.940000;5.770327e-01
2.950000;4.760985e-01
2.960000;2.971183e-01
2.970000;1.685327e-01
2.980000;2.168630e-01
2.990000;2.585564e-01
3.000000;2.651053e-01
3.010000;2.656456e-01
3.020000;3.095470e-01
3.030000;5.432786e-01
3.040000;7.265155e-01
3.050000;7.968110e-01
3.060000;8.613887e-01
3.070000;9.249668e-01
3.080000;9.311202e-01
3.090000;9.106694e-01
3.100000;8.785090e-01
3.110000;9.625131e-01
3.120000;1.031494e+00
3.130000;1.087727e+00
3.140000;1.096732e+00
3.150000;1.130097e+00
3.160000;1.158003e+00
3.170000;1.156951e+00
3.180000;1.163622e+00
3.190000;1.244430e+00
3.200000;1.330539e+00
3.210000;1.357303e+00
3.220000;1.333403e+00
3.230000;1.191897e+00
3.240000;1.104691e+00
3.250000;7.957379e-01
3.260000;5.271992e-01
3.270000;5.707574e-01
3.280000;8.084934e-01
3.290000;1.104501e+00
3.300000;1.190339e+00
3.310000;1.202042e+00
3.320000;1.246353e+00
3.330000;1.283708e+00
3.340000;1.284291e+00
3.350000;1.279700e+00
3.360000;1.300752e+00
3.370000;1.344803e+00
3.380000;1.348116e+00
3.390000;1.310319e+00
3.400000;1.219893e+00
3.410000;1.200409e+00
3.420000;1.141418e+00
3.430000;1.004454e+00
3.440000;9.345538e-01
3.450000;9.069118e-01
3.460000;9.560043e-01
